"Prebivalstvo po: STAROST, SPOL , POLLETJE"

"0 let"
" ";"Moški"
" ";" ";"2012H2";15643
" ";" ";"2013H2";15828
" ";" ";"2014H2";15675
" ";" ";"2015H2";15793
" ";"Ženske"
" ";" ";"2010H2";13838
" ";" ";"2011H2";13733
" ";" ";"2012H2";14361
" ";" ";"2013H2";14414
" ";" ";"2014H2";14208
" ";" ";"2015H2";14445
"41 let"
" ";"Moški"
" ";" ";"2010H2";15082
" ";" ";"2011H2";14990
" ";" ";"2012H2";14616
" ";" ";"2013H2";15599
" ";" ";"2014H2";15775
" ";" ";"2015H2";15663
" ";"Ženske"
" ";" ";"2010H2";14175
" ";" ";"2011H2";13834
" ";" ";"2012H2";13721
" ";" ";"2013H2";14347
" ";" ";"2014H2";14399
" ";" ";"2015H2";14208
"42 let"
" ";"Moški"
" ";" ";"2010H2";15642
" ";" ";"2011H2";15030
" ";" ";"2012H2";14937
" ";" ";"2013H2";14608
" ";" ";"2014H2";15558
" ";" ";"2015H2";15760
" ";"Ženske"
" ";" ";"2010H2";14928
" ";" ";"2011H2";14201
" ";" ";"2012H2";13839
" ";" ";"2013H2";13699
" ";" ";"2014H2";14348
" ";" ";"2015H2";14390
"43 let"
" ";"Moški"
" ";" ";"2010H2";16286
" ";" ";"2011H2";15567
" ";" ";"2012H2";14985
" ";" ";"2013H2";14939
" ";" ";"2014H2";14591
" ";" ";"2015H2";15563
" ";"Ženske"
" ";" ";"2010H2";15649
" ";" ";"2011H2";14918
" ";" ";"2012H2";14178
" ";" ";"2013H2";13810
" ";" ";"2014H2";13667
" ";" ";"2015H2";14336
"44 let"
" ";"Moški"
" ";" ";"2010H2";16365
" ";" ";"2011H2";16211
" ";" ";"2012H2";15537
" ";" ";"2013H2";14968
" ";" ";"2014H2";14908
" ";" ";"2015H2";14553
" ";"Ženske"
" ";" ";"2010H2";15774
" ";" ";"2011H2";15636
" ";" ";"2012H2";14918
" ";" ";"2013H2";14146
" ";" ";"2014H2";13790
" ";" ";"2015H2";13670
"45 let"
" ";"Moški"
" ";" ";"2010H2";16068
" ";" ";"2011H2";16266
" ";" ";"2012H2";16166
" ";" ";"2013H2";15499
" ";" ";"2014H2";14960
" ";" ";"2015H2";14873
" ";"Ženske"
" ";" ";"2010H2";15621
" ";" ";"2011H2";15748
" ";" ";"2012H2";15612
" ";" ";"2013H2";14899
" ";" ";"2014H2";14129
" ";" ";"2015H2";13772
"46 let"
" ";"Moški"
" ";" ";"2010H2";15860
" ";" ";"2011H2";15994
" ";" ";"2012H2";16206
" ";" ";"2013H2";16118
" ";" ";"2014H2";15476
" ";" ";"2015H2";14941
" ";"Ženske"
" ";" ";"2010H2";15128
" ";" ";"2011H2";15594
" ";" ";"2012H2";15729
" ";" ";"2013H2";15571
" ";" ";"2014H2";14878
" ";" ";"2015H2";14096
"47 let"
" ";"Moški"
" ";" ";"2010H2";16088
" ";" ";"2011H2";15808
" ";" ";"2012H2";15929
" ";" ";"2013H2";16167
" ";" ";"2014H2";16085
" ";" ";"2015H2";15402
" ";"Ženske"
" ";" ";"2010H2";15302
" ";" ";"2011H2";15114
" ";" ";"2012H2";15575
" ";" ";"2013H2";15684
" ";" ";"2014H2";15554
" ";" ";"2015H2";14870
"48 let"
" ";"Moški"
" ";" ";"2010H2";16215
" ";" ";"2011H2";15986
" ";" ";"2012H2";15733
" ";" ";"2013H2";15882
" ";" ";"2014H2";16175
" ";" ";"2015H2";16044
" ";"Ženske"
" ";" ";"2010H2";15330
" ";" ";"2011H2";15271
" ";" ";"2012H2";15097
" ";" ";"2013H2";15530
" ";" ";"2014H2";15675
" ";" ";"2015H2";15536
"49 let"
" ";"Moški"
" ";" ";"2010H2";15526
" ";" ";"2011H2";16112
" ";" ";"2012H2";15900
" ";" ";"2013H2";15669
" ";" ";"2014H2";15863
" ";" ";"2015H2";16105
" ";"Ženske"
" ";" ";"2010H2";15246
